agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,used_by_fte,dataset_name,dataset_url
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Ceiba Solutions,Scientific Research,51-200,National Center for Biotechnology Information,http://www.ncbi.nlm.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Ceiba Solutions,Scientific Research,51-200,The PubChem Project,https://pubchem.ncbi.nlm.nih.gov
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Ceiba Solutions,Scientific Research,51-200,PubMed,http://www.ncbi.nlm.nih.gov/pubmed
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Chemical Abstracts Service,Scientific Research,"1,001-5,000",GenBank,https://www.ncbi.nlm.nih.gov/genbank/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Chemical Abstracts Service,Scientific Research,"1,001-5,000",GenBank,https://www.ncbi.nlm.nih.gov/genbank/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Healthline,Healthcare,51-200,Unified Medical Language System,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,10-Jan,ClinicalTrials.gov,http://clinicaltrials.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,10-Jan,RePORTER Grant Database,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,10-Jan,PubMed,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Personalis,Scientific Research,NA,Uses genome data,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Sage Bionetworks,Scientific Research,Nov-50,Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Sage Bionetworks,Scientific Research,Nov-50,The Cancer Genome Atlas,http://cancergenome.nih.gov
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Sophic Systems Alliance,Scientific Research,10-Jan,The PubChem Project,http://pubchem.ncbi.nlm.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,TrialTrove,Healthcare,NA,Clinical Trials,http://www.clinicaltrials.gov
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Social Health Insights,Healthcare,10-Jan,Pillbox Drug Data,http://pillbox.nlm.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Social Health Insights,Healthcare,10-Jan,Value Set Authority Center (VSAC),https://vsac.nlm.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Social Health Insights,Healthcare,10-Jan,AHRQ: United States Health Information Knowledgebase (USHIK) for Meaningful Use,http://ushik.ahrq.gov/mdr/portals/mu?system=mu&enableAsynchronousLoading=true
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Science Exchange,Scientific Research,Nov-50,PMC Open Access Subset,http://www.ncbi.nlm.nih.gov/pmc/tools/openftlist/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,"Graematter, Inc.",Data/Technology,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,TrialX,Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,PatientsLikeMe,Healthcare,51-200,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Numedii,Scientific Research,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,PeerJ,Scientific Research,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Practice Fusion,Healthcare,201-500,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Iodine,Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Golden Helix,Scientific Research,Nov-50,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,H3 Biomedicine,Scientific Research,51-200,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,CliniCast,Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Collective IP,"Data/Technology,",10-Jan,,
Department of Health and Human Services,HHS,Federal,Substance Abuse and Mental Health Services Administration,SAMHSA,http://catalog.data.gov/organization/samhsa-hhs-gov,iTriage,Healthcare,51-200,Mental Health & Substance Abuse Clinics,www.samhsa.gov
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,MedWatcher,Healthcare,NA,FDA Adverse Event Reporting System data files,http://www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Surveillance/AdverseDrugEffects/ucm082193.htm
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,"Govzilla, Inc.",Governance,NA,US Food and Drug Administration (FDA),http://www.fda.gov/
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,YEI Healthcare,Healthcare,Nov-50,US Food and Drug Administration (FDA) Establishment Registration and Medical Device Listing Files,http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/HowtoMarketYourDevice/RegistrationandListing/ucm134495.htm
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,YEI Healthcare,Healthcare,Nov-50,US Department of Health and Human Services (HHS) National Drug Code Directory,http://www.fda.gov/Drugs/InformationOnDrugs/ucm142438.htm
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,Aureus Sciences (*Now part of Elsevier),Scientific Research,Nov-50,FDA approval packages,http://www.accessdata.fda.gov/scripts/cder/drugsatfda
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,Adverse Events Reporting System,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,Bioresearch Monitoring Information System,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,Clinical Investigator Inspection List,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,Devices@FDA,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,Drugs@FDA and Orange Book,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,FDA Orphan Drugs,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,10-Jan,National Drug Code Directory,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,Sophic Systems Alliance,Scientific Research,10-Jan,FDA Online Label Repository,http://labels.fda.gov
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,Everyday Health,Lifestyle & Consumer,"501-1,000",,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,WebMD,Healthcare,"1,001-5,000",,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,WeMakeItSafer,Lifestyle & Consumer,10-Jan,,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,ReciPal,Food & Agriculture,NA,,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,Innography,Business & Legal Services,51-200,,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,Iodine,Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Archimedes Inc.,Healthcare,Nov-50,National Health and Nutrition Examination Survey (NHANES),http://www.cdc.gov/nchs/nhanes.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Archimedes Inc.,Healthcare,Nov-50,National Ambulatory Medical Care Survey (NAMCS),http://www.cdc.gov/nchs/ahcd.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Archimedes Inc.,Healthcare,Nov-50,National Hospital Discharge Survey (NHDS),http://www.cdc.gov/nchs/nhds.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Archimedes Inc.,Healthcare,Nov-50,Compressed Mortality File (CMF),http://www.cdc.gov/nchs/data_access/cmf.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,iTriage,Healthcare,51-200,National Ambulatory Medical Care Survey (NAMCS) and National Hospital Ambulatory Medical Care Survey (NHAMCS),www.cdc.gov
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,iTriage,Healthcare,51-200,National Hospital Ambulatory Medical Care Survey (NHAMCS),www.cdc.gov
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Symcat,Healthcare,10-Jan,National Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/ahcd_questionnaires.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,51-200,National Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/about_ahcd.htm#NAMCS
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,51-200,National Hospital Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/about_ahcd.htm#NHAMCS
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,51-200,National Survey of Ambulatory Surgery,http://www.cdc.gov/nchs/nsas.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,51-200,National Health Information Survey,http://www.cdc.gov/nchs/nhis.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,karmadata,Healthcare,10-Jan,National Survey of Ambulatory Surgery,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,FindTheBest.com,Lifestyle & Consumer,51-200,Centers for Disease Control and Prevention,http://www.cdc.gov/
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,HealthMap,Healthcare,Nov-50,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,GoodGuide,Lifestyle & Consumer,Nov-50,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Practice Fusion,Healthcare,201-500,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Iodine,Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,Charles River Associates,Research & Consulting,"501-1,000",,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,"Expert Health Data Programming, Inc.",Healthcare,10-Jan,,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,PYA Analytics,Research & Consulting,Nov-50,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Consumer Reports,Lifestyle & Consumer,"501-1,000",,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Cerner,Healthcare,"10,001+",,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Certara,Scientific Research,201-500,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Evidera,Healthcare,201-500,,
